v_x,v_y,omega,delta
1.401570081710815430e+00,-8.527817577123641968e-02,-5.743411183357238770e-01,-1.269572675228118896e-01
1.401386141777038574e+00,-8.734726905822753906e-02,-5.068686604499816895e-01,-1.290858685970306396e-01
1.411789655685424805e+00,-8.860243856906890869e-02,-5.437293052673339844e-01,-1.313769519329071045e-01
1.416110634803771973e+00,-8.816599845886230469e-02,-5.206003189086914062e-01,-1.302022635936737061e-01
1.419022202491760254e+00,-9.042673557996749878e-02,-5.773547291755676270e-01,-1.325984895229339600e-01
1.420396447181701660e+00,-8.992975205183029175e-02,-4.932255148887634277e-01,-1.312470138072967529e-01
1.427488088607788086e+00,-9.023663401603698730e-02,-3.725941777229309082e-01,-1.338772773742675781e-01
1.435159802436828613e+00,-8.673730492591857910e-02,-4.040543735027313232e-01,-1.370443105697631836e-01
1.439702391624450684e+00,-8.950810879468917847e-02,-4.571102559566497803e-01,-1.362600028514862061e-01
1.443602681159973145e+00,-9.325931221246719360e-02,-4.757215976715087891e-01,-1.392348855733871460e-01
1.446657538414001465e+00,-9.460464864969253540e-02,-4.886667728424072266e-01,-1.383259445428848267e-01
1.459383130073547363e+00,-9.523966908454895020e-02,-3.192990422248840332e-01,-1.412650644779205322e-01
1.459927797317504883e+00,-8.381105959415435791e-02,-4.650738239288330078e-01,-1.323789656162261963e-01
1.470249414443969727e+00,-9.034027159214019775e-02,-3.806037902832031250e-01,-1.338067203760147095e-01
1.468559265136718750e+00,-8.931574970483779907e-02,-3.471285998821258545e-01,-1.327733993530273438e-01
1.475508689880371094e+00,-8.901702612638473511e-02,-3.777024149894714355e-01,-1.354513317346572876e-01
1.480428814888000488e+00,-9.131667762994766235e-02,-3.225196003913879395e-01,-1.379083544015884399e-01
1.487131714820861816e+00,-9.068760275840759277e-02,-4.296079576015472412e-01,-1.372057497501373291e-01
1.484132289886474609e+00,-9.775659441947937012e-02,-3.262015581130981445e-01,-1.394990831613540649e-01
1.489076614379882812e+00,-9.481897950172424316e-02,-4.496113955974578857e-01,-1.418259441852569580e-01
1.491109728813171387e+00,-9.811982512474060059e-02,-4.472132623195648193e-01,-1.408604681491851807e-01
1.497032284736633301e+00,-9.671971201896667480e-02,-4.168401658535003662e-01,-1.427294015884399414e-01
1.494539737701416016e+00,-1.011390909552574158e-01,-4.190953969955444336e-01,-1.445317417383193970e-01
1.498671054840087891e+00,-9.938517957925796509e-02,-3.303093016147613525e-01,-1.437248736619949341e-01
1.501497626304626465e+00,-9.610553830862045288e-02,-4.237240254878997803e-01,-1.457612216472625732e-01
1.502686500549316406e+00,-1.036323383450508118e-01,-4.478687345981597900e-01,-1.473504453897476196e-01
1.504992485046386719e+00,-1.004454717040061951e-01,-3.207791149616241455e-01,-1.464906185865402222e-01
1.501414418220520020e+00,-1.021046787500381470e-01,-3.315352499485015869e-01,-1.482469737529754639e-01
1.497228026390075684e+00,-1.047909855842590332e-01,-5.400331616401672363e-01,-1.499131470918655396e-01
1.503641963005065918e+00,-1.091336309909820557e-01,-5.244522094726562500e-01,-1.509319692850112915e-01
1.500093579292297363e+00,-1.080781593918800354e-01,-4.430328905582427979e-01,-1.498239934444427490e-01
1.502236366271972656e+00,-1.094900071620941162e-01,-3.444672822952270508e-01,-1.509985923767089844e-01
1.498972892761230469e+00,-1.019556745886802673e-01,-4.434127807617187500e-01,-1.465774178504943848e-01
1.493996858596801758e+00,-1.055493727326393127e-01,-4.518376886844635010e-01,-1.465439498424530029e-01
1.489539384841918945e+00,-1.053345128893852234e-01,-5.351313352584838867e-01,-1.470820754766464233e-01
1.489629149436950684e+00,-1.036669090390205383e-01,-5.725998878479003906e-01,-1.458255648612976074e-01
1.491175651550292969e+00,-1.047275885939598083e-01,-5.395468473434448242e-01,-1.458936631679534912e-01
1.488959908485412598e+00,-1.041555106639862061e-01,-5.160189270973205566e-01,-1.458500176668167114e-01
1.487268805503845215e+00,-1.032628715038299561e-01,-4.676105380058288574e-01,-1.458594948053359985e-01
1.487849235534667969e+00,-1.021429449319839478e-01,-5.814328193664550781e-01,-1.458007097244262695e-01
1.479559063911437988e+00,-1.036192998290061951e-01,-6.114785075187683105e-01,-1.441579014062881470e-01
1.478760600090026855e+00,-1.028345674276351929e-01,-5.430130362510681152e-01,-1.435658484697341919e-01
1.478915572166442871e+00,-1.011871173977851868e-01,-6.395501494407653809e-01,-1.428557187318801880e-01
1.478702783584594727e+00,-1.009180918335914612e-01,-6.337362527847290039e-01,-1.416366994380950928e-01
1.474565386772155762e+00,-1.003389358520507812e-01,-5.898549556732177734e-01,-1.399648189544677734e-01
1.475286126136779785e+00,-9.827878326177597046e-02,-6.089113354682922363e-01,-1.383328437805175781e-01
1.472566604614257812e+00,-9.711389988660812378e-02,-7.819380164146423340e-01,-1.366219371557235718e-01
1.455590963363647461e+00,-9.429245442152023315e-02,-6.438397169113159180e-01,-1.342412531375885010e-01
1.467409968376159668e+00,-9.393841773271560669e-02,-5.187286734580993652e-01,-1.320352703332901001e-01
1.469413518905639648e+00,-9.067331999540328979e-02,-7.095994949340820312e-01,-1.297250539064407349e-01
1.457241058349609375e+00,-8.961466699838638306e-02,-7.051203250885009766e-01,-1.269014477729797363e-01
1.460125207901000977e+00,-8.734223991632461548e-02,-7.048683762550354004e-01,-1.235733330249786377e-01
1.459622263908386230e+00,-8.946833014488220215e-02,-6.561887264251708984e-01,-1.265105456113815308e-01
1.461957097053527832e+00,-8.854638785123825073e-02,-7.654615044593811035e-01,-1.247863098978996277e-01
1.453933477401733398e+00,-8.388454467058181763e-02,-7.793343663215637207e-01,-1.212047189474105835e-01
1.448916912078857422e+00,-7.943210005760192871e-02,-7.518613338470458984e-01,-1.170967817306518555e-01
1.457352280616760254e+00,-7.835242152214050293e-02,-8.833922743797302246e-01,-1.130785346031188965e-01
1.450364947319030762e+00,-7.014226168394088745e-02,-8.366091251373291016e-01,-1.078698262572288513e-01
1.451239228248596191e+00,-6.899245828390121460e-02,-8.852926492691040039e-01,-1.048186123371124268e-01
1.447262525558471680e+00,-6.198838725686073303e-02,-9.343834519386291504e-01,-9.957049041986465454e-02
1.441768407821655273e+00,-5.530448257923126221e-02,-8.443855643272399902e-01,-9.394100308418273926e-02
1.436815857887268066e+00,-4.672869667410850525e-02,-8.813400268554687500e-01,-8.838121592998504639e-02
1.465089917182922363e+00,-1.199480593204498291e-01,-7.752863764762878418e-01,-1.555632501840591431e-01
1.481710910797119141e+00,-1.127471104264259338e-01,-8.255032300949096680e-01,-1.566673070192337036e-01
1.478733897209167480e+00,-1.138714253902435303e-01,-8.930976986885070801e-01,-1.580169945955276489e-01
1.475013613700866699e+00,-1.143384799361228943e-01,-8.805201053619384766e-01,-1.592626869678497314e-01
1.476305246353149414e+00,-1.134361624717712402e-01,-9.920324087142944336e-01,-1.573198139667510986e-01
1.462123274803161621e+00,-1.104611530900001526e-01,-9.304797053337097168e-01,-1.584026068449020386e-01
1.475517392158508301e+00,-1.143617331981658936e-01,-8.445539474487304688e-01,-1.596150249242782593e-01
1.459994912147521973e+00,-8.603300899267196655e-03,-9.228889942169189453e-01,-3.855831548571586609e-02
1.476941347122192383e+00,-1.292362809181213379e-01,-1.003606200218200684e+00,-1.597139388322830200e-01
1.473585605621337891e+00,-1.108161136507987976e-01,-9.560409784317016602e-01,-1.606623083353042603e-01
1.452638864517211914e+00,-7.042457349598407745e-03,-1.012548565864562988e+00,-3.813241794705390930e-02
1.477861285209655762e+00,-1.455888599157333374e-01,-9.468780755996704102e-01,-1.871172785758972168e-01
1.493334054946899414e+00,-1.377197206020355225e-01,-9.297281503677368164e-01,-1.890350133180618286e-01
1.498669743537902832e+00,-1.390380412340164185e-01,-9.410612583160400391e-01,-1.911980658769607544e-01
1.464332222938537598e+00,1.088111288845539093e-02,-9.758175611495971680e-01,-9.571306407451629639e-03
1.453970432281494141e+00,1.128546427935361862e-02,-9.295538067817687988e-01,-1.368754194118082523e-03
1.490495204925537109e+00,-1.427579969167709351e-01,-1.042693376541137695e+00,-1.950783431529998779e-01
1.492890596389770508e+00,-1.438098251819610596e-01,-1.040402412414550781e+00,-1.968298107385635376e-01
1.465472698211669922e+00,2.766094356775283813e-02,-1.142174363136291504e+00,2.304667793214321136e-02
1.458950281143188477e+00,3.229539468884468079e-02,-1.239646434783935547e+00,3.254660218954086304e-02
1.482669115066528320e+00,-1.559791862964630127e-01,-1.156896829605102539e+00,-1.996824741363525391e-01
1.489239335060119629e+00,-1.456003189086914062e-01,-1.043005108833312988e+00,-2.012027651071548462e-01
1.501800775527954102e+00,-1.492857635021209717e-01,-1.144010424613952637e+00,-2.033239006996154785e-01
1.466904878616333008e+00,4.861581325531005859e-02,-1.200234532356262207e+00,7.176947593688964844e-02
1.466943383216857910e+00,6.414001435041427612e-02,-1.265067338943481445e+00,8.249679207801818848e-02
1.480625033378601074e+00,-1.668945103883743286e-01,-1.039270162582397461e+00,-2.059757262468338013e-01
1.508458018302917480e+00,-1.525615453720092773e-01,-1.073947310447692871e+00,-2.077315747737884521e-01
1.502923011779785156e+00,-1.538632959127426147e-01,-9.420506358146667480e-01,-2.098454833030700684e-01
1.481016874313354492e+00,8.553863316774368286e-02,-1.091253876686096191e+00,1.235403418540954590e-01
1.488957047462463379e+00,1.023270487785339355e-01,-1.278979301452636719e+00,1.341197937726974487e-01
1.477166414260864258e+00,8.597841113805770874e-02,-1.134543538093566895e+00,1.128202378749847412e-01
1.482955813407897949e+00,9.292782098054885864e-02,-1.362281203269958496e+00,1.211028769612312317e-01
1.489354848861694336e+00,-1.938952207565307617e-01,-1.157218098640441895e+00,-2.437371462583541870e-01
1.517649173736572266e+00,-1.815017163753509521e-01,-1.216396331787109375e+00,-2.456172108650207520e-01
1.489756226539611816e+00,1.152105405926704407e-01,-1.238250494003295898e+00,1.505152881145477295e-01
1.492842912673950195e+00,1.266909688711166382e-01,-1.271036744117736816e+00,1.603948324918746948e-01
1.492905497550964355e+00,1.354859173297882080e-01,-1.252389788627624512e+00,1.711633354425430298e-01
1.496360063552856445e+00,1.446750760078430176e-01,-1.270504236221313477e+00,1.813383400440216064e-01
1.498102426528930664e+00,1.542387306690216064e-01,-1.395669579505920410e+00,1.917028278112411499e-01
1.495569229125976562e+00,1.614670306444168091e-01,-1.278230786323547363e+00,2.020339220762252808e-01
1.500708103179931641e+00,1.681466251611709595e-01,-1.429599165916442871e+00,2.082785367965698242e-01
1.506665587425231934e+00,1.764653921127319336e-01,-1.406914114952087402e+00,2.182573527097702026e-01
1.503514885902404785e+00,1.823933124542236328e-01,-1.182249188423156738e+00,2.281603962182998657e-01
1.507982730865478516e+00,1.901843845844268799e-01,-1.318806171417236328e+00,2.368638217449188232e-01
1.510989427566528320e+00,1.974312514066696167e-01,-1.370934367179870605e+00,2.455631941556930542e-01
1.510650396347045898e+00,2.027881145477294922e-01,-1.234833002090454102e+00,2.536534368991851807e-01
1.518405199050903320e+00,2.084138095378875732e-01,-1.328668236732482910e+00,2.607872188091278076e-01
1.517259716987609863e+00,2.126265764236450195e-01,-1.364884734153747559e+00,2.659725546836853027e-01
1.516952395439147949e+00,2.159962952136993408e-01,-1.297924041748046875e+00,2.728146016597747803e-01
1.532924056053161621e+00,2.248546481132507324e-01,-1.271733880043029785e+00,2.792684137821197510e-01
1.511842131614685059e+00,2.001056224107742310e-01,-1.317500472068786621e+00,2.520979940891265869e-01
1.513015508651733398e+00,2.026867866516113281e-01,-1.313228011131286621e+00,2.560749053955078125e-01
1.509580492973327637e+00,2.072649747133255005e-01,-1.385315656661987305e+00,2.604720890522003174e-01
1.510805845260620117e+00,2.128208279609680176e-01,-1.301912188529968262e+00,2.668747007846832275e-01
1.512089371681213379e+00,2.164999097585678101e-01,-1.310759902000427246e+00,2.723851501941680908e-01
1.519332408905029297e+00,2.202355414628982544e-01,-1.471376061439514160e+00,2.780064344406127930e-01
1.512670516967773438e+00,2.250456959009170532e-01,-1.323339939117431641e+00,2.819133400917053223e-01
1.517144680023193359e+00,2.282305955886840820e-01,-1.541197061538696289e+00,2.866388559341430664e-01
1.525860309600830078e+00,2.269004285335540771e-01,-1.406420111656188965e+00,2.913554906845092773e-01
1.522004008293151855e+00,2.311752736568450928e-01,-1.371793389320373535e+00,2.944912612438201904e-01
1.523056745529174805e+00,2.312574386596679688e-01,-1.372483611106872559e+00,2.981569468975067139e-01
1.526389360427856445e+00,2.300269752740859985e-01,-1.406871795654296875e+00,3.016347289085388184e-01
1.517452001571655273e+00,2.397128492593765259e-01,-1.304420471191406250e+00,3.040527701377868652e-01
1.513977527618408203e+00,2.420066446065902710e-01,-1.386413931846618652e+00,3.061763346195220947e-01
1.514998674392700195e+00,2.434751391410827637e-01,-1.343334913253784180e+00,3.080394268035888672e-01
1.513743400573730469e+00,2.444920688867568970e-01,-1.393720984458923340e+00,3.094233572483062744e-01
1.520529150962829590e+00,2.402375936508178711e-01,-1.378772377967834473e+00,3.108101189136505127e-01
1.511737108230590820e+00,2.475828081369400024e-01,-1.442285299301147461e+00,3.118970394134521484e-01
1.522471547126770020e+00,2.417967319488525391e-01,-1.351034998893737793e+00,3.128543794155120850e-01
1.544860124588012695e+00,2.541060447692871094e-01,-1.517344355583190918e+00,3.131202161312103271e-01
1.502347826957702637e+00,2.283070534467697144e-01,-1.391042470932006836e+00,2.831453084945678711e-01
1.507406353950500488e+00,2.232239842414855957e-01,-1.376376509666442871e+00,2.814634740352630615e-01
1.503532886505126953e+00,2.267257720232009888e-01,-1.371988654136657715e+00,2.837119698524475098e-01
1.503280758857727051e+00,2.262044399976730347e-01,-1.322546362876892090e+00,2.861430346965789795e-01
1.494742989540100098e+00,2.297989279031753540e-01,-1.293602824211120605e+00,2.887470722198486328e-01
1.495614290237426758e+00,2.305752187967300415e-01,-1.249958515167236328e+00,2.912260591983795166e-01
1.493942737579345703e+00,2.322911471128463745e-01,-1.332632541656494141e+00,2.932555675506591797e-01
1.491473078727722168e+00,2.318580895662307739e-01,-1.221759200096130371e+00,2.955099642276763916e-01
1.491809368133544922e+00,2.308839410543441772e-01,-1.382439613342285156e+00,2.976242601871490479e-01
1.490908265113830566e+00,2.287748008966445923e-01,-1.403530240058898926e+00,2.995416522026062012e-01
1.493490219116210938e+00,2.243015170097351074e-01,-1.324334025382995605e+00,3.016430139541625977e-01
1.492644429206848145e+00,2.228134721517562866e-01,-1.404747247695922852e+00,3.034988939762115479e-01
1.499865293502807617e+00,2.193228751420974731e-01,-1.309270262718200684e+00,3.053328990936279297e-01
1.496010541915893555e+00,2.231193333864212036e-01,-1.345806479454040527e+00,3.066842854022979736e-01
1.495681166648864746e+00,2.243174612522125244e-01,-1.286728978157043457e+00,3.079232275485992432e-01
1.500567436218261719e+00,2.219350934028625488e-01,-1.325166583061218262e+00,3.091250360012054443e-01
1.498626947402954102e+00,2.282326668500900269e-01,-1.265798807144165039e+00,3.102571368217468262e-01
1.509729623794555664e+00,2.203528434038162231e-01,-1.188137650489807129e+00,3.106921315193176270e-01
1.506747484207153320e+00,2.291721701622009277e-01,-1.363865494728088379e+00,3.115412592887878418e-01
1.541872382164001465e+00,2.369014769792556763e-01,-1.462586045265197754e+00,3.117915391921997070e-01
1.503309726715087891e+00,2.059417665004730225e-01,-1.214150905609130859e+00,2.743394672870635986e-01
1.505632162094116211e+00,2.038027197122573853e-01,-1.415703535079956055e+00,2.707815170288085938e-01
1.516455054283142090e+00,2.046466618776321411e-01,-1.269534707069396973e+00,2.722652256488800049e-01
1.511163115501403809e+00,2.067139446735382080e-01,-1.299776315689086914e+00,2.736800611019134521e-01
1.512245893478393555e+00,2.085333615541458130e-01,-1.347665071487426758e+00,2.756142616271972656e-01
1.512835383415222168e+00,2.106550335884094238e-01,-1.273700594902038574e+00,2.775866985321044922e-01
1.511563897132873535e+00,2.122929692268371582e-01,-1.270070552825927734e+00,2.792099714279174805e-01
1.515588879585266113e+00,2.141222804784774780e-01,-1.231726169586181641e+00,2.809347212314605713e-01
1.518834829330444336e+00,2.153293192386627197e-01,-1.204084992408752441e+00,2.823995053768157959e-01
1.527167558670043945e+00,2.155649960041046143e-01,-1.250331521034240723e+00,2.840639054775238037e-01
1.528265237808227539e+00,2.192227542400360107e-01,-1.251103043556213379e+00,2.858458459377288818e-01
1.535589337348937988e+00,2.168537080287933350e-01,-1.209322214126586914e+00,2.873138487339019775e-01
1.532016992568969727e+00,2.208233773708343506e-01,-1.200086593627929688e+00,2.893920242786407471e-01
1.527504324913024902e+00,2.246883213520050049e-01,-1.253625631332397461e+00,2.911856472492218018e-01
1.529093623161315918e+00,2.261277437210083008e-01,-1.232246398925781250e+00,2.927600741386413574e-01
1.526814699172973633e+00,2.270978689193725586e-01,-1.140730857849121094e+00,2.943652868270874023e-01
1.530123114585876465e+00,2.285338789224624634e-01,-1.183615088462829590e+00,2.960204184055328369e-01
1.538092374801635742e+00,2.287544310092926025e-01,-1.196472406387329102e+00,2.974401116371154785e-01
1.536061525344848633e+00,2.311782389879226685e-01,-1.255428791046142578e+00,2.988020777702331543e-01
1.562639117240905762e+00,2.394362092018127441e-01,-1.120025157928466797e+00,3.003517389297485352e-01
1.533906698226928711e+00,2.085394859313964844e-01,-1.225843071937561035e+00,2.671634852886199951e-01
1.532638192176818848e+00,2.074599415063858032e-01,-1.043363332748413086e+00,2.664142251014709473e-01
1.532843947410583496e+00,2.091950327157974243e-01,-1.153503537178039551e+00,2.681663036346435547e-01
1.538633584976196289e+00,2.109549790620803833e-01,-1.132440209388732910e+00,2.703853845596313477e-01
1.535131454467773438e+00,2.130214571952819824e-01,-1.129639625549316406e+00,2.728666067123413086e-01
1.543104529380798340e+00,2.163417339324951172e-01,-1.303000688552856445e+00,2.752185165882110596e-01
1.550160765647888184e+00,2.170700281858444214e-01,-1.046570420265197754e+00,2.775264382362365723e-01
1.544331312179565430e+00,2.191664278507232666e-01,-1.168345093727111816e+00,2.799648642539978027e-01
1.543699145317077637e+00,2.213552892208099365e-01,-1.025023221969604492e+00,2.829556465148925781e-01
1.546588420867919922e+00,2.240687012672424316e-01,-9.592486023902893066e-01,2.854395210742950439e-01
1.546354174613952637e+00,2.259467095136642456e-01,-1.081890463829040527e+00,2.872339189052581787e-01
1.548911929130554199e+00,2.278438657522201538e-01,-1.125249028205871582e+00,2.897582352161407471e-01
1.550231814384460449e+00,2.301367372274398804e-01,-1.083914518356323242e+00,2.924210131168365479e-01
1.552002072334289551e+00,2.320672571659088135e-01,-1.077909469604492188e+00,2.946562469005584717e-01
1.554938912391662598e+00,2.344690710306167603e-01,-1.006119966506958008e+00,2.967830598354339600e-01
1.550762295722961426e+00,2.358056008815765381e-01,-1.046541213989257812e+00,2.983718514442443848e-01
1.557229042053222656e+00,2.375870794057846069e-01,-9.826098084449768066e-01,3.003837466239929199e-01
1.556347131729125977e+00,2.385818213224411011e-01,-9.516080021858215332e-01,3.017257750034332275e-01
1.559854745864868164e+00,2.406130284070968628e-01,-1.002189040184020996e+00,3.032391071319580078e-01
1.587054371833801270e+00,2.467368692159652710e-01,-8.315516114234924316e-01,3.041869699954986572e-01
1.552232146263122559e+00,2.349742799997329712e-01,-7.676199078559875488e-01,2.957113981246948242e-01
1.552593946456909180e+00,2.381488978862762451e-01,-9.224923253059387207e-01,2.978224754333496094e-01
1.554339051246643066e+00,2.415971755981445312e-01,-9.276354908943176270e-01,3.004421293735504150e-01
1.553133726119995117e+00,2.427118718624114990e-01,-8.456307649612426758e-01,3.023978769779205322e-01
1.550415515899658203e+00,2.443447262048721313e-01,-8.961345553398132324e-01,3.043342232704162598e-01
1.552218079566955566e+00,2.458551526069641113e-01,-9.995567202568054199e-01,3.059996068477630615e-01
1.517022728919982910e+00,1.011408790946006775e-01,-9.171948432922363281e-01,1.237576231360435486e-01
1.519074916839599609e+00,9.534040093421936035e-02,-9.193097352981567383e-01,1.207862272858619690e-01
1.518058061599731445e+00,9.285324811935424805e-02,-1.030053615570068359e+00,1.174461767077445984e-01
1.514461040496826172e+00,9.008815884590148926e-02,-9.823086261749267578e-01,1.141363680362701416e-01
1.512774229049682617e+00,8.565682917833328247e-02,-8.835998773574829102e-01,1.091903671622276306e-01
1.516049623489379883e+00,8.324183523654937744e-02,-8.828238844871520996e-01,1.053011789917945862e-01
1.518280863761901855e+00,8.158425241708755493e-02,-1.029929399490356445e+00,1.014699041843414307e-01
1.511736750602722168e+00,7.778552919626235962e-02,-7.671548128128051758e-01,9.820493310689926147e-02
1.518371105194091797e+00,7.654911279678344727e-02,-9.486256837844848633e-01,9.439440071582794189e-02
1.509790182113647461e+00,7.167873531579971313e-02,-9.252302050590515137e-01,8.909682184457778931e-02
1.508780598640441895e+00,6.884907186031341553e-02,-9.167740941047668457e-01,8.540331572294235229e-02
1.513110637664794922e+00,6.683168560266494751e-02,-1.052263498306274414e+00,8.157852292060852051e-02
1.508541822433471680e+00,6.346967071294784546e-02,-8.763983249664306641e-01,7.831630110740661621e-02
1.531726360321044922e+00,6.052313745021820068e-02,-9.552612304687500000e-01,7.239876687526702881e-02
1.504817366600036621e+00,5.346617475152015686e-02,-8.140550851821899414e-01,6.310725212097167969e-02
1.513051867485046387e+00,5.022548139095306396e-02,-7.907615303993225098e-01,5.892586708068847656e-02
1.506238579750061035e+00,4.800151288509368896e-02,-7.685591578483581543e-01,5.487392097711563110e-02
1.511633157730102539e+00,4.375239834189414978e-02,-9.656445980072021484e-01,5.010509118437767029e-02
1.510402083396911621e+00,3.870424255728721619e-02,-9.474621415138244629e-01,4.376097396016120911e-02
1.505435109138488770e+00,3.803826123476028442e-02,-8.691222667694091797e-01,4.032224416732788086e-02
1.512079238891601562e+00,3.341986238956451416e-02,-8.182397484779357910e-01,3.603951260447502136e-02
1.512930154800415039e+00,2.899742312729358673e-02,-9.196143150329589844e-01,2.904191240668296814e-02
1.509364604949951172e+00,2.553142048418521881e-02,-9.552547335624694824e-01,2.498478814959526062e-02
1.498967170715332031e+00,2.820314839482307434e-02,-9.001311063766479492e-01,2.105956897139549255e-02
1.506165146827697754e+00,1.947172917425632477e-02,-1.031194448471069336e+00,1.339564472436904907e-02
1.498544573783874512e+00,1.918612048029899597e-02,-8.351171612739562988e-01,9.333501569926738739e-03
1.506694912910461426e+00,1.084035076200962067e-02,-8.961004614830017090e-01,1.534194219857454300e-03
1.505040287971496582e+00,6.865434348583221436e-03,-9.755492210388183594e-01,-3.154097823426127434e-03
1.494453668594360352e+00,9.351734071969985962e-03,-8.414491415023803711e-01,-7.377990521490573883e-03
1.511586904525756836e+00,-4.699374083429574966e-03,-8.753739595413208008e-01,-1.561113540083169937e-02
1.507601380348205566e+00,-4.073206335306167603e-03,-8.006631135940551758e-01,-1.976088434457778931e-02
1.512437939643859863e+00,-1.176559086889028549e-02,-7.801895141601562500e-01,-2.772638387978076935e-02
1.519485473632812500e+00,-1.816654391586780548e-02,-9.362491965293884277e-01,-3.246831893920898438e-02
1.523077726364135742e+00,-1.594780012965202332e-02,-8.864744305610656738e-01,-3.652977570891380310e-02
1.506918787956237793e+00,2.888656407594680786e-02,-8.439690470695495605e-01,2.852958813309669495e-02
1.515444159507751465e+00,3.065653890371322632e-02,-8.107578754425048828e-01,3.117630258202552795e-02
1.520126223564147949e+00,2.852723747491836548e-02,-9.515973329544067383e-01,2.972566895186901093e-02
1.508102655410766602e+00,2.818736620247364044e-02,-9.101732969284057617e-01,2.461944893002510071e-02
1.514709353446960449e+00,2.569613792002201080e-02,-8.799704313278198242e-01,2.271722443401813507e-02
1.519366025924682617e+00,2.467066235840320587e-02,-1.113295197486877441e+00,2.102530747652053833e-02
1.515097975730895996e+00,2.179194055497646332e-02,-1.010937929153442383e+00,1.628195866942405701e-02
1.518417835235595703e+00,1.977621950209140778e-02,-9.836129546165466309e-01,1.520106382668018341e-02
1.512851357460021973e+00,2.175896428525447845e-02,-8.852684497833251953e-01,1.371649932116270065e-02
1.512499809265136719e+00,2.169134840369224548e-02,-9.958149790763854980e-01,1.190073229372501373e-02
1.512230873107910156e+00,1.753357611596584320e-02,-8.282719254493713379e-01,5.890781991183757782e-03
1.522744894027709961e+00,1.170930080115795135e-02,-9.376081228256225586e-01,4.088955000042915344e-03
1.512840032577514648e+00,1.248224359005689621e-02,-8.590603470802307129e-01,2.334485994651913643e-03
1.520582675933837891e+00,9.718064218759536743e-03,-1.003524184226989746e+00,2.784222015179693699e-04
1.517215728759765625e+00,6.131529342383146286e-03,-9.276524186134338379e-01,-5.014941561967134476e-03
1.516528010368347168e+00,6.384431850165128708e-03,-1.013704895973205566e+00,-6.243731826543807983e-03
1.512626051902770996e+00,6.339204497635364532e-03,-9.454621076583862305e-01,-7.542311679571866989e-03
1.510304689407348633e+00,8.009392768144607544e-03,-9.049382209777832031e-01,-8.925361558794975281e-03
1.512706875801086426e+00,3.400462912395596504e-03,-9.269815087318420410e-01,-1.082711014896631241e-02
1.524773716926574707e+00,-7.576117059215903282e-04,-8.505433797836303711e-01,-1.733578555285930634e-02
1.523082613945007324e+00,6.270395219326019287e-02,-8.258194923400878906e-01,8.112271875143051147e-02
1.524115085601806641e+00,6.908432394266128540e-02,-9.540202617645263672e-01,8.869946002960205078e-02
1.524262547492980957e+00,7.048016786575317383e-02,-9.274273514747619629e-01,9.078467637300491333e-02
1.524993658065795898e+00,7.146122306585311890e-02,-9.610705375671386719e-01,9.241066128015518188e-02
1.527447223663330078e+00,7.271367311477661133e-02,-9.870632886886596680e-01,9.384617954492568970e-02
1.530308365821838379e+00,7.428539544343948364e-02,-9.182741641998291016e-01,9.532783925533294678e-02
1.524987459182739258e+00,7.407417148351669312e-02,-9.156172275543212891e-01,9.660348296165466309e-02
1.530069828033447266e+00,7.337865978479385376e-02,-8.462251424789428711e-01,9.447201341390609741e-02
1.531028628349304199e+00,7.377234101295471191e-02,-8.270260691642761230e-01,9.550274908542633057e-02
1.534214615821838379e+00,7.492554932832717896e-02,-8.030843734741210938e-01,9.625741839408874512e-02
1.534834980964660645e+00,7.545387744903564453e-02,-8.353719115257263184e-01,9.691350162029266357e-02
1.529180526733398438e+00,7.492106407880783081e-02,-9.595048427581787109e-01,9.754461050033569336e-02
1.533230066299438477e+00,7.634273171424865723e-02,-8.696635961532592773e-01,9.823758900165557861e-02
1.527851700782775879e+00,7.607823610305786133e-02,-8.812726140022277832e-01,9.888046979904174805e-02
1.527576327323913574e+00,7.646166533231735229e-02,-8.596002459526062012e-01,9.912978857755661011e-02
1.527517437934875488e+00,7.706936448812484741e-02,-8.297014832496643066e-01,9.932371973991394043e-02
1.533154129981994629e+00,7.810814678668975830e-02,-9.494594335556030273e-01,9.937664866447448730e-02
1.531333088874816895e+00,7.818099111318588257e-02,-1.010284662246704102e+00,9.979506582021713257e-02
1.530219316482543945e+00,7.735984027385711670e-02,-8.273028135299682617e-01,1.002327948808670044e-01
1.552739500999450684e+00,7.848627120256423950e-02,-7.986099720001220703e-01,1.000171303749084473e-01
1.543656706809997559e+00,1.185803636908531189e-01,-7.577553987503051758e-01,1.560703516006469727e-01
1.543645262718200684e+00,1.237776130437850952e-01,-8.496113419532775879e-01,1.611402183771133423e-01
1.545576214790344238e+00,1.263910830020904541e-01,-9.104170203208923340e-01,1.630204916000366211e-01
1.545685172080993652e+00,1.279586255550384521e-01,-9.907405376434326172e-01,1.646367311477661133e-01
1.542411923408508301e+00,1.299291253089904785e-01,-9.791318774223327637e-01,1.664737015962600708e-01
1.544366836547851562e+00,1.302823573350906372e-01,-8.853008747100830078e-01,1.684508621692657471e-01
1.543306112289428711e+00,1.297820806503295898e-01,-7.742386460304260254e-01,1.700541377067565918e-01
1.547336578369140625e+00,1.308652311563491821e-01,-7.517303824424743652e-01,1.702316552400588989e-01
1.545666098594665527e+00,1.323216855525970459e-01,-8.150383830070495605e-01,1.715233325958251953e-01
